cluster,class,path
13,org.apache.hadoop.mapreduce.lib.output.MultipleOutputs,lib/output/MultipleOutputs.java
13,org.apache.hadoop.mapreduce.lib.output.NamedCommitterFactory,lib/output/NamedCommitterFactory.java
13,org.apache.hadoop.mapreduce.lib.output.NullOutputFormat,lib/output/NullOutputFormat.java
13,org.apache.hadoop.mapreduce.lib.output.PartialFileOutputCommitter,lib/output/PartialFileOutputCommitter.java
13,org.apache.hadoop.mapreduce.lib.output.PartialOutputCommitter,lib/output/PartialOutputCommitter.java
13,org.apache.hadoop.mapreduce.lib.output.PathOutputCommitterFactory,lib/output/PathOutputCommitterFactory.java
13,org.apache.hadoop.mapreduce.lib.output.SequenceFileAsBinaryOutputFormat,lib/output/SequenceFileAsBinaryOutputFormat.java
13,org.apache.hadoop.mapreduce.lib.output.SequenceFileOutputFormat,lib/output/SequenceFileOutputFormat.java
13,org.apache.hadoop.mapreduce.lib.output.TextOutputFormat,lib/output/TextOutputFormat.java
13,org.apache.hadoop.mapreduce.security.TokenCache,security/TokenCache.java
13,org.apache.hadoop.mapreduce.task.annotation.Checkpointable,task/annotation/Checkpointable.java
14,org.apache.hadoop.mapreduce.InputFormat,InputFormat.java
14,org.apache.hadoop.mapreduce.lib.partition.InputSampler,lib/partition/InputSampler.java
14,org.apache.hadoop.mapreduce.lib.partition.TotalOrderPartitioner,lib/partition/TotalOrderPartitioner.java
15,org.apache.hadoop.mapreduce.lib.reduce.WrappedReducer,lib/reduce/WrappedReducer.java
16,org.apache.hadoop.mapreduce.ClusterMetrics,ClusterMetrics.java
16,org.apache.hadoop.mapreduce.QueueAclsInfo,QueueAclsInfo.java
16,org.apache.hadoop.mapreduce.TaskTrackerInfo,TaskTrackerInfo.java
16,org.apache.hadoop.mapreduce.protocol.ClientProtocol,protocol/ClientProtocol.java
16,org.apache.hadoop.mapreduce.security.token.delegation.DelegationTokenIdentifier,security/token/delegation/DelegationTokenIdentifier.java
16,org.apache.hadoop.mapreduce.security.token.delegation.DelegationTokenSecretManager,security/token/delegation/DelegationTokenSecretManager.java
16,org.apache.hadoop.mapreduce.security.token.delegation.DelegationTokenSelector,security/token/delegation/DelegationTokenSelector.java
16,org.apache.hadoop.mapreduce.v2.LogParams,v2/LogParams.java
17,org.apache.hadoop.mapreduce.security.SecureShuffleUtils,security/SecureShuffleUtils.java
17,org.apache.hadoop.mapreduce.security.token.JobTokenSecretManager,security/token/JobTokenSecretManager.java
18,org.apache.hadoop.mapreduce.security.token.JobTokenIdentifier,security/token/JobTokenIdentifier.java
18,org.apache.hadoop.mapreduce.security.token.JobTokenSelector,security/token/JobTokenSelector.java
19,org.apache.hadoop.mapreduce.Cluster,Cluster.java
19,org.apache.hadoop.mapreduce.Counter,Counter.java
19,org.apache.hadoop.mapreduce.CounterGroup,CounterGroup.java
19,org.apache.hadoop.mapreduce.Counters,Counters.java
19,org.apache.hadoop.mapreduce.ID,ID.java
19,org.apache.hadoop.mapreduce.Job,Job.java
19,org.apache.hadoop.mapreduce.JobACL,JobACL.java
19,org.apache.hadoop.mapreduce.JobCounter,JobCounter.java
19,org.apache.hadoop.mapreduce.JobID,JobID.java
19,org.apache.hadoop.mapreduce.JobPriority,JobPriority.java
19,org.apache.hadoop.mapreduce.JobResourceUploader,JobResourceUploader.java
19,org.apache.hadoop.mapreduce.JobStatus,JobStatus.java
19,org.apache.hadoop.mapreduce.JobSubmissionFiles,JobSubmissionFiles.java
19,org.apache.hadoop.mapreduce.JobSubmitter,JobSubmitter.java
19,org.apache.hadoop.mapreduce.QueueInfo,QueueInfo.java
19,org.apache.hadoop.mapreduce.QueueState,QueueState.java
19,org.apache.hadoop.mapreduce.SharedCacheConfig,SharedCacheConfig.java
19,org.apache.hadoop.mapreduce.TaskCompletionEvent,TaskCompletionEvent.java
19,org.apache.hadoop.mapreduce.TaskCounter,TaskCounter.java
19,org.apache.hadoop.mapreduce.TaskID,TaskID.java
19,org.apache.hadoop.mapreduce.TaskReport,TaskReport.java
19,org.apache.hadoop.mapreduce.TaskType,TaskType.java
19,org.apache.hadoop.mapreduce.counters.AbstractCounter,counters/AbstractCounter.java
19,org.apache.hadoop.mapreduce.counters.AbstractCounterGroup,counters/AbstractCounterGroup.java
19,org.apache.hadoop.mapreduce.counters.CounterGroupBase,counters/CounterGroupBase.java
19,org.apache.hadoop.mapreduce.counters.CounterGroupFactory,counters/CounterGroupFactory.java
19,org.apache.hadoop.mapreduce.counters.GenericCounter,counters/GenericCounter.java
19,org.apache.hadoop.mapreduce.counters.LimitExceededException,counters/LimitExceededException.java
19,org.apache.hadoop.mapreduce.counters.Limits,counters/Limits.java
19,org.apache.hadoop.mapreduce.filecache.ClientDistributedCacheManager,filecache/ClientDistributedCacheManager.java
19,org.apache.hadoop.mapreduce.filecache.DistributedCache,filecache/DistributedCache.java
19,org.apache.hadoop.mapreduce.protocol.ClientProtocolProvider,protocol/ClientProtocolProvider.java
19,org.apache.hadoop.mapreduce.split.JobSplit,split/JobSplit.java
19,org.apache.hadoop.mapreduce.split.JobSplitWriter,split/JobSplitWriter.java
19,org.apache.hadoop.mapreduce.split.SplitMetaInfoReader,split/SplitMetaInfoReader.java
19,org.apache.hadoop.mapreduce.tools.CLI,tools/CLI.java
19,org.apache.hadoop.mapreduce.util.CountersStrings,util/CountersStrings.java
20,org.apache.hadoop.mapreduce.CryptoUtils,CryptoUtils.java
20,org.apache.hadoop.mapreduce.TaskAttemptID,TaskAttemptID.java
20,org.apache.hadoop.mapreduce.security.IntermediateEncryptedStream,security/IntermediateEncryptedStream.java
20,org.apache.hadoop.mapreduce.security.SpillCallBackInjector,security/SpillCallBackInjector.java
20,org.apache.hadoop.mapreduce.security.SpillCallBackPathsFinder,security/SpillCallBackPathsFinder.java
20,org.apache.hadoop.mapreduce.task.reduce.EventFetcher,task/reduce/EventFetcher.java
